Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
2282	C3		1221	-2.888E+6	31.71E+6	-3.010E+6	186.3E+6
			1222	-2.888E+6	31.71E+6	-3.010E+6	181.5E+6
2283	C3		781	-1.232E+6	-47.66E+6	794400.	237.7E+6
			1222	-1.232E+6	-47.66E+6	794400.	233.7E+6
2284	C3		1222	3.228E+6	-12.99E+6	4.770E+6	148.8E+6
			1243	3.228E+6	-12.99E+6	4.770E+6	76.84E+6
2285	C3		1222	-3.567E+6	24.42E+6	-4.237E+6	148.7E+6
			1223	-3.567E+6	24.42E+6	-4.237E+6	200.7E+6
2286	C3		782	-5.876E+6	-29.53E+6	348200.	159.9E+6
			1223	-5.876E+6	-29.53E+6	348200.	154.3E+6
2287	C3		1223	3.944E+6	-5.486E+6	10.54E+6	148.6E+6
			1244	3.944E+6	-5.486E+6	10.54E+6	102.1E+6
2288	C3		1223	-3.941E+6	27.22E+6	2.163E+6	115.5E+6
			1224	-3.941E+6	27.22E+6	2.163E+6	290.4E+6
2289	C3		783	-890600.	47.74E+6	76170.	298.4E+6
			1224	-890600.	47.74E+6	76170.	338.4E+6
2290	C3		1224	5.331E+6	-57.46E+6	433900.	411.8E+6
			1245	5.331E+6	-57.46E+6	433900.	272.9E+6
2291	C3		1224	-4.245E+6	-87.25E+6	1.037E+6	504.9E+6
			1225	-4.245E+6	-87.25E+6	1.037E+6	400.1E+6
2292	C3		784	3.372E+6	111.7E+6	458300.	529.0E+6
			1225	3.372E+6	111.7E+6	458300.	515.5E+6
2293	C3		1225	6.888E+6	-20.58E+6	-10.72E+6	205.5E+6
			1246	6.888E+6	-20.58E+6	-10.72E+6	127.4E+6
2294	C3		1225	-4.316E+6	-49.53E+6	-131100.	219.3E+6
			1226	-4.316E+6	-49.53E+6	-131100.	266.8E+6
2295	C3		785	4.669E+6	78.30E+6	733100.	371.5E+6
			1226	4.669E+6	78.30E+6	733100.	372.5E+6
2296	C3		1226	7.011E+6	-3.956E+6	-4.220E+6	91.70E+6
			1247	7.011E+6	-3.956E+6	-4.220E+6	59.18E+6
2297	C3		1226	-4.442E+6	-32.05E+6	-500200.	171.3E+6
			1227	-4.442E+6	-32.05E+6	-500200.	221.2E+6
2298	C3		786	5.564E+6	55.63E+6	971700.	274.6E+6
			1227	5.564E+6	55.63E+6	971700.	273.8E+6
2299	C3		1227	6.989E+6	256200.	-1.739E+6	50.13E+6
			1248	6.989E+6	256200.	-1.739E+6	50.17E+6
2300	C3		1227	-4.767E+6	-23.80E+6	-367200.	161.3E+6
			1228	-4.767E+6	-23.80E+6	-367200.	204.7E+6
2301	C3		787	6.868E+6	41.05E+6	1.140E+6	214.1E+6
			1228	6.868E+6	41.05E+6	1.140E+6	213.4E+6
2302	C3		1228	7.212E+6	2.306E+6	-1.573E+6	39.93E+6
			1249	7.212E+6	2.306E+6	-1.573E+6	45.33E+6
2303	C3		1228	-5.366E+6	-18.23E+6	130700.	154.4E+6
			1229	-5.366E+6	-18.23E+6	130700.	200.0E+6
2304	C3		788	8.787E+6	28.74E+6	1.217E+6	168.0E+6
			1229	8.787E+6	28.74E+6	1.217E+6	167.3E+6
2305	C3		1229	7.748E+6	4.519E+6	-1.904E+6	59.62E+6
			1250	7.748E+6	4.519E+6	-1.904E+6	60.88E+6
2306	C3		1229	-6.254E+6	-11.62E+6	954300.	137.9E+6
			1230	-6.254E+6	-11.62E+6	954300.	189.0E+6
2307	C3		789	11.38E+6	15.83E+6	1.211E+6	121.5E+6
			1230	11.38E+6	15.83E+6	1.211E+6	120.7E+6
2308	C3		1230	8.589E+6	5.631E+6	-2.621E+6	75.87E+6
			1251	8.589E+6	5.631E+6	-2.621E+6	73.65E+6
2309	C3		1230	-7.376E+6	-4.779E+6	2.082E+6	132.4E+6
			1231	-7.376E+6	-4.779E+6	2.082E+6	171.5E+6
2310	C3		790	14.80E+6	2.714E+6	1.126E+6	80.87E+6
			1231	14.80E+6	2.714E+6	1.126E+6	80.14E+6
2311	C3		1231	9.713E+6	7.475E+6	-3.814E+6	95.49E+6
			1252	9.713E+6	7.475E+6	-3.814E+6	91.25E+6
2312	C3		1231	-8.731E+6	1.865E+6	3.526E+6	165.3E+6
			1232	-8.731E+6	1.865E+6	3.526E+6	149.7E+6
2313	C3		791	19.22E+6	-10.08E+6	944500.	130.3E+6
			1232	19.22E+6	-10.08E+6	944500.	130.9E+6
2314	C3		1232	11.12E+6	9.838E+6	-5.216E+6	118.2E+6
			1253	11.12E+6	9.838E+6	-5.216E+6	112.8E+6
2315	C3		1232	-10.35E+6	8.306E+6	5.349E+6	192.5E+6
			1233	-10.35E+6	8.306E+6	5.349E+6	142.0E+6
2316	C3		792	24.99E+6	-22.53E+6	645100.	208.8E+6
			1233	24.99E+6	-22.53E+6	645100.	209.3E+6
2317	C3		1233	12.87E+6	12.85E+6	-6.986E+6	144.8E+6
			1254	12.87E+6	12.85E+6	-6.986E+6	139.4E+6
2318	C3		1233	-12.35E+6	14.66E+6	7.708E+6	214.8E+6
			1234	-12.35E+6	14.66E+6	7.708E+6	170.1E+6
2319	C3		793	32.93E+6	-34.25E+6	263400.	294.2E+6
			1234	32.93E+6	-34.25E+6	263400.	294.4E+6
2320	C3		1234	15.06E+6	17.21E+6	-9.499E+6	178.6E+6
			1255	15.06E+6	17.21E+6	-9.499E+6	174.5E+6
2321	C3		1234	-14.92E+6	20.66E+6	10.74E+6	230.0E+6
			1235	-14.92E+6	20.66E+6	10.74E+6	197.9E+6
2322	C3		794	45.09E+6	-42.85E+6	75610.	384.3E+6
			1235	45.09E+6	-42.85E+6	75610.	384.4E+6
2323	C3		1235	17.40E+6	25.13E+6	-13.50E+6	227.7E+6
			1256	17.40E+6	25.13E+6	-13.50E+6	224.6E+6
2324	C3		1235	-17.48E+6	24.20E+6	13.48E+6	223.2E+6
			1236	-17.48E+6	24.20E+6	13.48E+6	218.9E+6
2325	C3		795	63.94E+6	-42.04E+6	744600.	463.0E+6
			1236	63.94E+6	-42.04E+6	744600.	463.7E+6
2326	C3		1236	18.21E+6	39.75E+6	-16.85E+6	305.2E+6
			1257	18.21E+6	39.75E+6	-16.85E+6	289.0E+6
2327	C3		1236	-17.07E+6	19.73E+6	11.31E+6	163.2E+6
			1237	-17.07E+6	19.73E+6	11.31E+6	196.1E+6
2328	C3		796	83.56E+6	-27.24E+6	1.199E+6	486.5E+6
			1237	83.56E+6	-27.24E+6	1.199E+6	489.2E+6
2329	C3		1237	14.34E+6	53.48E+6	-7.534E+6	370.8E+6
			1258	14.34E+6	53.48E+6	-7.534E+6	311.0E+6
2330	C3		1237	-9.825E+6	8.585E+6	3.162E+6	68.03E+6
			1238	-9.825E+6	8.585E+6	3.162E+6	105.1E+6
2331	C3		797	83.13E+6	-10.70E+6	1.936E+6	418.9E+6
			1238	83.13E+6	-10.70E+6	1.936E+6	420.6E+6
2332	C3		1238	9.644E+6	51.33E+6	456000.	305.9E+6
			1259	9.644E+6	51.33E+6	456000.	290.1E+6
2333	C3		1238	-7.850E+6	2.102E+6	1.177E+6	35.21E+6
			1239	-7.850E+6	2.102E+6	1.177E+6	56.07E+6
2334	C3		798	88.21E+6	-3.085E+6	3.704E+6	411.4E+6
			1239	88.21E+6	-3.085E+6	3.704E+6	414.9E+6
2335	C3		1239	5.558E+6	51.99E+6	-2.971E+6	277.9E+6
			1260	5.558E+6	51.99E+6	-2.971E+6	276.2E+6
2336	C3		799	2.460E+6	-7.533E+6	-1.888E+6	46.27E+6
			1240	2.460E+6	-7.533E+6	-1.888E+6	45.03E+6
2337	C3		1240	-407800.	423900.	4.089E+6	13.94E+6
			1261	-407800.	423900.	4.089E+6	14.05E+6
2338	C3		1240	-530700.	5.740E+6	-3.061E+6	40.83E+6
			1241	-530700.	5.740E+6	-3.061E+6	24.10E+6
2339	C3		800	-3.330E+6	-18.56E+6	-891300.	98.07E+6
			1241	-3.330E+6	-18.56E+6	-891300.	98.70E+6
2340	C3		1241	-95570.	-3.845E+6	5.438E+6	34.84E+6
			1262	-95570.	-3.845E+6	5.438E+6	24.29E+6
2341	C3		1241	-1.040E+6	13.16E+6	-5.518E+6	84.80E+6
			1242	-1.040E+6	13.16E+6	-5.518E+6	66.36E+6
2342	C3		801	-12.92E+6	-32.67E+6	-485200.	200.5E+6
			1242	-12.92E+6	-32.67E+6	-485200.	200.9E+6
2343	C3		1242	465900.	-9.962E+6	8.277E+6	76.14E+6
			1263	465900.	-9.962E+6	8.277E+6	57.70E+6
2344	C3		1242	-1.702E+6	21.82E+6	-8.823E+6	133.8E+6
			1243	-1.702E+6	21.82E+6	-8.823E+6	128.3E+6
2345	C3		802	-28.86E+6	-43.32E+6	-360900.	314.6E+6
			1243	-28.86E+6	-43.32E+6	-360900.	314.9E+6
2346	C3		1243	1.284E+6	-22.04E+6	12.31E+6	148.7E+6
			1264	1.284E+6	-22.04E+6	12.31E+6	124.3E+6
2347	C3		1243	-2.740E+6	35.02E+6	-8.726E+6	171.3E+6
			1244	-2.740E+6	35.02E+6	-8.726E+6	252.1E+6
2348	C3		803	-42.24E+6	-14.03E+6	-1.005E+6	291.2E+6
			1244	-42.24E+6	-14.03E+6	-1.005E+6	289.1E+6
2349	C3		1244	2.956E+6	-46.58E+6	7.151E+6	277.4E+6
			1265	2.956E+6	-46.58E+6	7.151E+6	246.7E+6
2350	C3		1244	-4.089E+6	-18.34E+6	-8.275E+6	213.6E+6
			1245	-4.089E+6	-18.34E+6	-8.275E+6	82.58E+6
2351	C3		804	-66.85E+6	53.34E+6	-887400.	531.9E+6
			1245	-66.85E+6	53.34E+6	-887400.	521.6E+6
2352	C3		1245	5.599E+6	-35.22E+6	-5.533E+6	206.6E+6
			1266	5.599E+6	-35.22E+6	-5.533E+6	226.9E+6
2353	C3		1245	-6.831E+6	-45.74E+6	12.76E+6	283.7E+6
			1246	-6.831E+6	-45.74E+6	12.76E+6	238.3E+6
2354	C3		805	-34.66E+6	77.77E+6	-494100.	493.0E+6
			1246	-34.66E+6	77.77E+6	-494100.	491.1E+6
2355	C3		1246	7.237E+6	-22.00E+6	-10.31E+6	158.1E+6
			1267	7.237E+6	-22.00E+6	-10.31E+6	158.2E+6
2356	C3		1246	-7.040E+6	-40.86E+6	9.035E+6	217.7E+6
			1247	-7.040E+6	-40.86E+6	9.035E+6	229.9E+6
2357	C3		806	-12.88E+6	68.53E+6	277700.	360.9E+6
			1247	-12.88E+6	68.53E+6	277700.	361.3E+6
2358	C3		1247	7.495E+6	-10.17E+6	-6.984E+6	99.41E+6
			1268	7.495E+6	-10.17E+6	-6.984E+6	90.89E+6
2359	C3		1247	-6.775E+6	-31.19E+6	3.916E+6	188.8E+6
			1248	-6.775E+6	-31.19E+6	3.916E+6	224.9E+6
2360	C3		807	-2.967E+6	54.01E+6	812400.	256.4E+6
			1248	-2.967E+6	54.01E+6	812400.	256.9E+6
2361	C3		1248	7.419E+6	-3.495E+6	-4.048E+6	59.51E+6
			1269	7.419E+6	-3.495E+6	-4.048E+6	53.80E+6
2362	C3		1248	-6.731E+6	-24.13E+6	1.876E+6	177.3E+6
			1249	-6.731E+6	-24.13E+6	1.876E+6	218.7E+6
2363	C3		808	2.470E+6	41.66E+6	1.097E+6	199.4E+6
			1249	2.470E+6	41.66E+6	1.097E+6	198.7E+6
2364	C3		1249	7.524E+6	60010.	-2.777E+6	37.07E+6
			1270	7.524E+6	60010.	-2.777E+6	39.90E+6
2365	C3		1249	-7.029E+6	-18.53E+6	1.439E+6	169.4E+6
			1250	-7.029E+6	-18.53E+6	1.439E+6	215.9E+6
2366	C3		809	6.501E+6	30.15E+6	1.182E+6	163.7E+6
			1250	6.501E+6	30.15E+6	1.182E+6	163.0E+6
2367	C3		1250	7.952E+6	1.972E+6	-2.708E+6	44.43E+6
			1271	7.952E+6	1.972E+6	-2.708E+6	51.34E+6
2368	C3		1250	-7.689E+6	-12.83E+6	1.810E+6	156.8E+6
			1251	-7.689E+6	-12.83E+6	1.810E+6	210.8E+6
2369	C3		810	10.20E+6	17.12E+6	1.119E+6	122.1E+6
			1251	10.20E+6	17.12E+6	1.119E+6	121.5E+6
2370	C3		1251	8.689E+6	4.648E+6	-3.223E+6	63.55E+6
			1272	8.689E+6	4.648E+6	-3.223E+6	69.16E+6
2371	C3		1251	-8.631E+6	-5.132E+6	2.686E+6	150.4E+6
			1252	-8.631E+6	-5.132E+6	2.686E+6	192.0E+6
2372	C3		811	14.13E+6	2.816E+6	939000.	78.16E+6
			1252	14.13E+6	2.816E+6	939000.	77.54E+6
2373	C3		1252	9.694E+6	6.817E+6	-3.934E+6	81.12E+6
			1273	9.694E+6	6.817E+6	-3.934E+6	86.52E+6
2374	C3		1252	-9.851E+6	2.182E+6	3.952E+6	187.1E+6
			1253	-9.851E+6	2.182E+6	3.952E+6	168.7E+6
2375	C3		812	18.60E+6	-11.69E+6	635700.	134.4E+6
			1253	18.60E+6	-11.69E+6	635700.	134.8E+6
2376	C3		1253	10.99E+6	9.034E+6	-4.977E+6	99.45E+6
			1274	10.99E+6	9.034E+6	-4.977E+6	105.9E+6
2377	C3		1253	-11.37E+6	9.652E+6	5.590E+6	219.6E+6
			1254	-11.37E+6	9.652E+6	5.590E+6	160.3E+6
2378	C3		813	23.95E+6	-26.88E+6	201500.	223.3E+6
			1254	23.95E+6	-26.88E+6	201500.	223.4E+6
2379	C3		1254	12.62E+6	11.52E+6	-6.222E+6	119.3E+6
			1275	12.62E+6	11.52E+6	-6.222E+6	128.5E+6
2380	C3		1254	-13.30E+6	17.65E+6	7.737E+6	249.7E+6
			1255	-13.30E+6	17.65E+6	7.737E+6	192.8E+6
2381	C3		814	31.09E+6	-43.53E+6	-314300.	327.1E+6
			1255	31.09E+6	-43.53E+6	-314300.	326.8E+6
2382	C3		1255	14.68E+6	14.54E+6	-7.779E+6	140.3E+6
			1276	14.68E+6	14.54E+6	-7.779E+6	156.1E+6
2383	C3		1255	-15.74E+6	26.95E+6	11.01E+6	279.6E+6
			1256	-15.74E+6	26.95E+6	11.01E+6	228.8E+6
2384	C3		815	43.51E+6	-61.47E+6	-646700.	458.9E+6
			1256	43.51E+6	-61.47E+6	-646700.	458.6E+6
2385	C3		1256	16.85E+6	20.27E+6	-11.22E+6	164.6E+6
			1277	16.85E+6	20.27E+6	-11.22E+6	198.7E+6
2386	C3		1256	-18.13E+6	38.69E+6	16.77E+6	299.9E+6
			1257	-18.13E+6	38.69E+6	16.77E+6	282.2E+6
2387	C3		816	71.81E+6	-70.19E+6	36990.	620.9E+6
			1257	71.81E+6	-70.19E+6	36990.	617.6E+6
2388	C3		1257	17.57E+6	42.39E+6	-19.37E+6	234.3E+6
			1278	17.57E+6	42.39E+6	-19.37E+6	317.6E+6
2389	C3		1257	-17.64E+6	41.83E+6	19.42E+6	232.7E+6
			1258	-17.64E+6	41.83E+6	19.42E+6	314.3E+6
2390	C3		817	120.2E+6	-31.96E+6	-427200.	683.1E+6
			1258	120.2E+6	-31.96E+6	-427200.	669.2E+6
2391	C3		1258	12.95E+6	99.67E+6	-3.833E+6	438.7E+6
			1279	12.95E+6	99.67E+6	-3.833E+6	578.6E+6
2392	C3		1258	-9.120E+6	-8.139E+6	-7.139E+6	110.8E+6
			1259	-9.120E+6	-8.139E+6	-7.139E+6	55.22E+6
2393	C3		818	88.17E+6	3.051E+6	654900.	413.8E+6
			1259	88.17E+6	3.051E+6	654900.	411.3E+6
2394	C3		1259	7.732E+6	49.60E+6	8.816E+6	207.9E+6
			1280	7.732E+6	49.60E+6	8.816E+6	321.8E+6
2395	C3		1259	-7.262E+6	-613000.	-1.220E+6	32.62E+6
			1260	-7.262E+6	-613000.	-1.220E+6	40.99E+6
2396	C3		819	91.31E+6	1.613E+6	2.608E+6	429.2E+6
			1260	91.31E+6	1.613E+6	2.608E+6	418.2E+6
2397	C3		1260	4.322E+6	52.57E+6	-1.835E+6	212.4E+6
			1281	4.322E+6	52.57E+6	-1.835E+6	328.6E+6
2398	C3		820	-1.565E+6	-6.700E+6	-1.893E+6	37.73E+6
			1261	-1.565E+6	-6.700E+6	-1.893E+6	38.95E+6
2399	C3		1261	-1.235E+6	-1.269E+6	3.738E+6	18.81E+6
			1282	-1.235E+6	-1.269E+6	3.738E+6	14.27E+6
2400	C3		1261	924400.	5.026E+6	-3.769E+6	37.19E+6
			1262	924400.	5.026E+6	-3.769E+6	23.18E+6
2401	C3		821	-8.439E+6	-14.19E+6	-723900.	99.66E+6
			1262	-8.439E+6	-14.19E+6	-723900.	100.2E+6
2402	C3		1262	-1.474E+6	-5.035E+6	5.058E+6	36.09E+6
			1283	-1.474E+6	-5.035E+6	5.058E+6	35.58E+6
2403	C3		1262	461200.	9.548E+6	-6.296E+6	60.63E+6
			1263	461200.	9.548E+6	-6.296E+6	49.94E+6
2404	C3		822	-18.51E+6	-20.60E+6	-138600.	171.1E+6
			1263	-18.51E+6	-20.60E+6	-138600.	171.1E+6
2405	C3		1263	-931200.	-9.823E+6	7.023E+6	57.38E+6
			1284	-931200.	-9.823E+6	7.023E+6	62.61E+6
2406	C3		1263	-65950.	12.74E+6	-9.491E+6	75.63E+6
			1264	-65950.	12.74E+6	-9.491E+6	84.15E+6
2407	C3		823	-34.64E+6	-19.31E+6	188000.	236.5E+6
			1264	-34.64E+6	-19.31E+6	188000.	235.9E+6
2408	C3		1264	-69870.	-16.56E+6	8.245E+6	85.48E+6
			1285	-69870.	-16.56E+6	8.245E+6	100.6E+6
2409	C3		1264	-975800.	10.61E+6	-10.65E+6	52.65E+6
			1265	-975800.	10.61E+6	-10.65E+6	107.0E+6
2410	C3		824	-56.75E+6	4.297E+6	223400.	277.7E+6
			1265	-56.75E+6	4.297E+6	223400.	273.6E+6
2411	C3		1265	1.673E+6	-22.17E+6	3.578E+6	104.0E+6
			1286	1.673E+6	-22.17E+6	3.578E+6	143.2E+6
2412	C3		1265	-3.449E+6	-14.49E+6	965800.	135.0E+6
			1266	-3.449E+6	-14.49E+6	965800.	67.68E+6
2413	C3		825	-49.85E+6	37.23E+6	-150800.	379.5E+6
			1266	-49.85E+6	37.23E+6	-150800.	379.1E+6
2414	C3		1266	3.973E+6	-19.64E+6	-3.500E+6	99.47E+6
			1287	3.973E+6	-19.64E+6	-3.500E+6	139.8E+6
2415	C3		1266	-6.170E+6	-26.29E+6	7.804E+6	163.6E+6
			1267	-6.170E+6	-26.29E+6	7.804E+6	137.1E+6
2416	C3		826	-33.72E+6	53.36E+6	-237300.	379.9E+6
			1267	-33.72E+6	53.36E+6	-237300.	379.9E+6
2417	C3		1267	5.370E+6	-14.91E+6	-6.101E+6	90.83E+6
			1288	5.370E+6	-14.91E+6	-6.101E+6	115.5E+6
2418	C3		1267	-6.531E+6	-29.87E+6	7.621E+6	182.0E+6
			1268	-6.531E+6	-29.87E+6	7.621E+6	180.2E+6
2419	C3		827	-17.95E+6	55.13E+6	327800.	321.6E+6
			1268	-17.95E+6	55.13E+6	327800.	321.9E+6
2420	C3		1268	5.553E+6	-9.213E+6	-5.504E+6	68.66E+6
			1289	5.553E+6	-9.213E+6	-5.504E+6	80.20E+6
2421	C3		1268	-6.199E+6	-27.49E+6	4.858E+6	181.9E+6
			1269	-6.199E+6	-27.49E+6	4.858E+6	203.9E+6
2422	C3		828	-7.319E+6	49.33E+6	817500.	252.4E+6
			1269	-7.319E+6	49.33E+6	817500.	252.9E+6
2423	C3		1269	5.355E+6	-4.343E+6	-4.023E+6	44.63E+6
			1290	5.355E+6	-4.343E+6	-4.023E+6	50.48E+6
2424	C3		1269	-5.992E+6	-23.30E+6	2.878E+6	177.8E+6
			1270	-5.992E+6	-23.30E+6	2.878E+6	212.8E+6
2425	C3		829	-542800.	41.06E+6	1.058E+6	188.5E+6
			1270	-542800.	41.06E+6	1.058E+6	189.3E+6
2426	C3		1270	5.257E+6	-778000.	-3.102E+6	27.23E+6
			1291	5.257E+6	-778000.	-3.102E+6	31.11E+6
2427	C3		1270	-6.106E+6	-19.17E+6	2.109E+6	173.6E+6
			1271	-6.106E+6	-19.17E+6	2.109E+6	219.4E+6
2428	C3		830	4.281E+6	30.55E+6	1.067E+6	157.8E+6
			1271	4.281E+6	30.55E+6	1.067E+6	157.2E+6
2429	C3		1271	5.401E+6	2.292E+6	-2.728E+6	31.13E+6
			1292	5.401E+6	2.292E+6	-2.728E+6	40.25E+6
2430	C3		1271	-6.573E+6	-12.65E+6	2.222E+6	156.6E+6
			1272	-6.573E+6	-12.65E+6	2.222E+6	212.7E+6
2431	C3		831	8.245E+6	17.07E+6	903600.	113.6E+6
			1272	8.245E+6	17.07E+6	903600.	113.0E+6
2432	C3		1272	5.770E+6	3.677E+6	-2.898E+6	40.41E+6
			1293	5.770E+6	3.677E+6	-2.898E+6	50.40E+6
2433	C3		1272	-7.280E+6	-5.027E+6	2.904E+6	154.5E+6
			1273	-7.280E+6	-5.027E+6	2.904E+6	194.9E+6
2434	C3		832	12.00E+6	1.766E+6	609900.	64.21E+6
			1273	12.00E+6	1.766E+6	609900.	63.81E+6
2435	C3		1273	6.309E+6	5.359E+6	-3.583E+6	51.23E+6
			1294	6.309E+6	5.359E+6	-3.583E+6	62.81E+6
2436	C3		1273	-8.216E+6	3.097E+6	3.972E+6	195.4E+6
			1274	-8.216E+6	3.097E+6	3.972E+6	168.9E+6
2437	C3		833	15.84E+6	-14.66E+6	186200.	135.1E+6
			1274	15.84E+6	-14.66E+6	186200.	135.3E+6
2438	C3		1274	6.991E+6	7.082E+6	-4.380E+6	62.31E+6
			1295	6.991E+6	7.082E+6	-4.380E+6	76.29E+6
2439	C3		1274	-9.388E+6	11.71E+6	5.290E+6	232.3E+6
			1275	-9.388E+6	11.71E+6	5.290E+6	166.2E+6
2440	C3		834	19.81E+6	-32.58E+6	-355600.	230.8E+6
			1275	19.81E+6	-32.58E+6	-355600.	230.6E+6
2441	C3		1275	7.821E+6	8.697E+6	-5.157E+6	72.75E+6
			1296	7.821E+6	8.697E+6	-5.157E+6	90.35E+6
2442	C3		1275	-10.86E+6	21.22E+6	6.673E+6	267.7E+6
			1276	-10.86E+6	21.22E+6	6.673E+6	202.1E+6
2443	C3		835	23.84E+6	-53.38E+6	-915500.	340.4E+6
			1276	23.84E+6	-53.38E+6	-915500.	339.6E+6
2444	C3		1276	8.788E+6	9.916E+6	-5.436E+6	79.35E+6
			1297	8.788E+6	9.916E+6	-5.436E+6	103.4E+6
2445	C3		1276	-12.68E+6	32.32E+6	7.719E+6	305.7E+6
			1277	-12.68E+6	32.32E+6	7.719E+6	236.4E+6
2446	C3		836	28.00E+6	-80.94E+6	-1.170E+6	478.7E+6
			1277	28.00E+6	-80.94E+6	-1.170E+6	479.8E+6
2447	C3		1277	9.530E+6	8.791E+6	-2.932E+6	67.41E+6
			1298	9.530E+6	8.791E+6	-2.932E+6	105.3E+6
2448	C3		1277	-14.16E+6	52.30E+6	7.352E+6	365.1E+6
			1278	-14.16E+6	52.30E+6	7.352E+6	303.5E+6
2449	C3		837	32.65E+6	-118.4E+6	438900.	677.4E+6
			1278	32.65E+6	-118.4E+6	438900.	664.2E+6
2450	C3		1278	8.947E+6	-8.046E+6	7.407E+6	110.7E+6
			1299	8.947E+6	-8.046E+6	7.407E+6	55.78E+6
2451	C3		1278	-12.90E+6	99.05E+6	3.748E+6	436.5E+6
			1279	-12.90E+6	99.05E+6	3.748E+6	574.2E+6
2452	C3		838	34.95E+6	-34.47E+6	-10150.	414.3E+6
			1279	34.95E+6	-34.47E+6	-10150.	479.7E+6
2453	C3		1279	5.915E+6	-60.89E+6	-45430.	376.5E+6
			1300	5.915E+6	-60.89E+6	-45430.	257.3E+6
2454	C3		1279	-5.984E+6	-60.84E+6	160500.	374.6E+6
			1280	-5.984E+6	-60.84E+6	160500.	258.2E+6
2455	C3		839	30.29E+6	27.47E+6	367400.	255.2E+6
			1280	30.29E+6	27.47E+6	367400.	257.7E+6
2456	C3		1280	2.002E+6	-17.78E+6	-4.887E+6	157.8E+6
			1301	2.002E+6	-17.78E+6	-4.887E+6	65.14E+6
2457	C3		1280	-3.144E+6	6.274E+6	-2.789E+6	69.79E+6
			1281	-3.144E+6	6.274E+6	-2.789E+6	27.29E+6
2458	C3		840	23.85E+6	5.345E+6	326900.	165.2E+6
			1281	23.85E+6	5.345E+6	326900.	175.0E+6
2459	C3		1281	-39290.	-23.98E+6	4.713E+6	202.3E+6
			1302	-39290.	-23.98E+6	4.713E+6	76.48E+6
2460	C3		841	-3.268E+6	-4.848E+6	-1.104E+6	36.45E+6
			1282	-3.268E+6	-4.848E+6	-1.104E+6	37.18E+6
2461	C3		1282	-1.713E+6	-1.523E+6	2.343E+6	14.82E+6
			1303	-1.713E+6	-1.523E+6	2.343E+6	17.82E+6
2462	C3		1282	2.058E+6	3.588E+6	-3.260E+6	31.69E+6
			1283	2.058E+6	3.588E+6	-3.260E+6	22.72E+6
2463	C3		842	-8.360E+6	-8.725E+6	-95460.	75.52E+6
			1283	-8.360E+6	-8.725E+6	-95460.	75.59E+6
2464	C3		1283	-2.308E+6	-3.570E+6	3.407E+6	24.06E+6
			1304	-2.308E+6	-3.570E+6	3.407E+6	32.42E+6
2465	C3		1283	1.597E+6	5.456E+6	-5.257E+6	38.87E+6
			1284	1.597E+6	5.456E+6	-5.257E+6	37.44E+6
2466	C3		843	-14.94E+6	-9.394E+6	526700.	107.4E+6
			1284	-14.94E+6	-9.394E+6	526700.	107.1E+6
2467	C3		1284	-1.856E+6	-5.741E+6	4.423E+6	30.42E+6
			1305	-1.856E+6	-5.741E+6	4.423E+6	45.15E+6
2468	C3		1284	1.148E+6	4.709E+6	-6.756E+6	32.68E+6
			1285	1.148E+6	4.709E+6	-6.756E+6	43.38E+6
2469	C3		844	-23.04E+6	-3.378E+6	809900.	118.9E+6
			1285	-23.04E+6	-3.378E+6	809900.	118.5E+6
2470	C3		1285	-1.168E+6	-7.698E+6	4.278E+6	33.17E+6
			1306	-1.168E+6	-7.698E+6	4.278E+6	56.54E+6
2471	C3		1285	287200.	-746400.	-5.532E+6	31.36E+6
			1286	287200.	-746400.	-5.532E+6	27.08E+6
2472	C3		845	-29.59E+6	11.09E+6	539400.	178.6E+6
			1286	-29.59E+6	11.09E+6	539400.	179.7E+6
2473	C3		1286	309900.	-8.400E+6	1.903E+6	29.41E+6
			1307	309900.	-8.400E+6	1.903E+6	59.78E+6
2474	C3		1286	-2.084E+6	-10.55E+6	23710.	77.93E+6
			1287	-2.084E+6	-10.55E+6	23710.	43.18E+6
2475	C3		846	-27.32E+6	28.33E+6	-158800.	242.9E+6
			1287	-27.32E+6	28.33E+6	-158800.	242.8E+6
2476	C3		1287	2.341E+6	-8.194E+6	-1.282E+6	34.55E+6
			1308	2.341E+6	-8.194E+6	-1.282E+6	66.68E+6
2477	C3		1287	-4.407E+6	-18.68E+6	3.982E+6	122.3E+6
			1288	-4.407E+6	-18.68E+6	3.982E+6	99.39E+6
