Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
			545	6.481E+6	648400.	7.476E+6	83.98E+6
246	C3		524	-6.380E+6	-12.73E+6	-6.256E+6	67.01E+6
			525	-6.380E+6	-12.73E+6	-6.256E+6	114.5E+6
248	C3		525	3.389E+6	-5.434E+6	4.709E+6	66.20E+6
			546	3.389E+6	-5.434E+6	4.709E+6	42.16E+6
250	C3		526	658400.	-21.69E+6	-237500.	99.78E+6
			547	658400.	-21.69E+6	-237500.	123.7E+6
251	C3		526	-3.419E+6	-625700.	-1.740E+6	23.04E+6
			527	-3.419E+6	-625700.	-1.740E+6	17.67E+6
253	C3		527	793800.	-20.82E+6	-185500.	101.1E+6
			548	793800.	-20.82E+6	-185500.	132.8E+6
254	C3		527	-21920.	-4.857E+6	-531700.	34.65E+6
			528	-21920.	-4.857E+6	-531700.	16.21E+6
256	C3		528	1.949E+6	-19.60E+6	-2.210E+6	91.94E+6
			549	1.949E+6	-19.60E+6	-2.210E+6	131.8E+6
257	C3		528	-5.655E+6	-12.43E+6	4.312E+6	96.00E+6
			529	-5.655E+6	-12.43E+6	4.312E+6	80.16E+6
259	C3		529	3.008E+6	-16.70E+6	-4.445E+6	100.5E+6
			550	3.008E+6	-16.70E+6	-4.445E+6	133.0E+6
260	C3		529	-2.660E+6	-16.01E+6	6.009E+6	98.92E+6
			530	-2.660E+6	-16.01E+6	6.009E+6	108.0E+6
262	C3		530	1.937E+6	-13.14E+6	-4.399E+6	86.35E+6
			551	1.937E+6	-13.14E+6	-4.399E+6	108.4E+6
263	C3		530	-1.946E+6	-14.55E+6	4.482E+6	95.04E+6
			531	-1.946E+6	-14.55E+6	4.482E+6	116.5E+6
265	C3		531	1.809E+6	-10.13E+6	-3.201E+6	73.21E+6
			552	1.809E+6	-10.13E+6	-3.201E+6	88.98E+6
266	C3		531	-2.329E+6	-11.55E+6	2.722E+6	90.57E+6
			532	-2.329E+6	-11.55E+6	2.722E+6	118.0E+6
268	C3		532	2.319E+6	-7.971E+6	-1.955E+6	63.77E+6
			553	2.319E+6	-7.971E+6	-1.955E+6	75.96E+6
269	C3		532	-2.989E+6	-8.308E+6	1.377E+6	85.42E+6
			533	-2.989E+6	-8.308E+6	1.377E+6	116.4E+6
271	C3		533	2.959E+6	-6.437E+6	-908700.	56.76E+6
			554	2.959E+6	-6.437E+6	-908700.	65.87E+6
272	C3		533	-3.607E+6	-4.964E+6	374800.	77.62E+6
			534	-3.607E+6	-4.964E+6	374800.	111.5E+6
274	C3		534	3.510E+6	-5.367E+6	-43870.	51.42E+6
			555	3.510E+6	-5.367E+6	-43870.	57.07E+6
275	C3		534	-4.101E+6	-1.379E+6	-371100.	91.42E+6
			535	-4.101E+6	-1.379E+6	-371100.	102.5E+6
277	C3		535	3.896E+6	-4.608E+6	633800.	46.90E+6
			556	3.896E+6	-4.608E+6	633800.	48.21E+6
278	C3		535	-4.436E+6	2.572E+6	-878100.	111.2E+6
			536	-4.436E+6	2.572E+6	-878100.	89.94E+6
280	C3		536	4.073E+6	-3.925E+6	1.341E+6	41.80E+6
			557	4.073E+6	-3.925E+6	1.341E+6	37.08E+6
281	C3		536	-4.584E+6	9.664E+6	-1.117E+6	140.3E+6
			537	-4.584E+6	9.664E+6	-1.117E+6	89.85E+6
283	C3		537	3.959E+6	-4.691E+6	2.004E+6	46.36E+6
			558	3.959E+6	-4.691E+6	2.004E+6	35.37E+6
284	C3		537	-4.468E+6	19.53E+6	-1.004E+6	173.5E+6
			538	-4.468E+6	19.53E+6	-1.004E+6	116.6E+6
286	C3		538	3.461E+6	-5.984E+6	2.750E+6	68.70E+6
			559	3.461E+6	-5.984E+6	2.750E+6	43.36E+6
287	C3		538	-4.069E+6	33.06E+6	-340000.	213.8E+6
			539	-4.069E+6	33.06E+6	-340000.	148.0E+6
289	C3		539	2.467E+6	-9.751E+6	4.792E+6	113.6E+6
			560	2.467E+6	-9.751E+6	4.792E+6	60.95E+6
290	C3		539	-3.381E+6	53.75E+6	1.590E+6	320.0E+6
			540	-3.381E+6	53.75E+6	1.590E+6	236.1E+6
292	C3		540	552700.	-25.64E+6	12.71E+6	238.9E+6
			561	552700.	-25.64E+6	12.71E+6	128.4E+6
293	C3		540	-2.636E+6	122.0E+6	8.428E+6	563.8E+6
			541	-2.636E+6	122.0E+6	8.428E+6	721.6E+6
295	C3		541	-5.223E+6	-64.47E+6	-18.22E+6	524.2E+6
			562	-5.223E+6	-64.47E+6	-18.22E+6	296.4E+6
296	C3		541	516400.	-7.034E+6	6.415E+6	156.9E+6
			542	516400.	-7.034E+6	6.415E+6	103.6E+6
298	C3		542	3.602E+6	24.54E+6	-1.815E+6	80.71E+6
			563	3.602E+6	24.54E+6	-1.815E+6	269.4E+6
299	C3		542	-11.91E+6	-5.108E+6	-7.932E+6	180.2E+6
			543	-11.91E+6	-5.108E+6	-7.932E+6	131.4E+6
301	C3		543	12.34E+6	-47.97E+6	17.03E+6	456.1E+6
			564	12.34E+6	-47.97E+6	17.03E+6	252.2E+6
302	C3		543	-8.356E+6	-88.81E+6	-11.88E+6	540.0E+6
			544	-8.356E+6	-88.81E+6	-11.88E+6	465.1E+6
304	C3		544	7.010E+6	-23.67E+6	-6.286E+6	237.8E+6
			565	7.010E+6	-23.67E+6	-6.286E+6	130.8E+6
305	C3		544	-6.388E+6	-34.27E+6	-4.323E+6	167.5E+6
			545	-6.388E+6	-34.27E+6	-4.323E+6	248.9E+6
307	C3		545	4.597E+6	-14.07E+6	-1.082E+6	128.7E+6
			566	4.597E+6	-14.07E+6	-1.082E+6	78.82E+6
308	C3		545	-4.420E+6	-13.98E+6	-2.264E+6	60.87E+6
			546	-4.420E+6	-13.98E+6	-2.264E+6	117.1E+6
310	C3		546	2.403E+6	-12.65E+6	257300.	86.93E+6
			567	2.403E+6	-12.65E+6	257300.	63.94E+6
312	C3		547	421500.	-15.66E+6	-806200.	83.39E+6
			568	421500.	-15.66E+6	-806200.	116.5E+6
313	C3		547	-1.662E+6	-2.648E+6	-29950.	24.55E+6
			548	-1.662E+6	-2.648E+6	-29950.	15.81E+6
315	C3		548	612700.	-14.11E+6	-1.058E+6	82.14E+6
			569	612700.	-14.11E+6	-1.058E+6	118.2E+6
316	C3		548	103300.	-5.990E+6	1.143E+6	37.41E+6
			549	103300.	-5.990E+6	1.143E+6	28.79E+6
318	C3		549	1.796E+6	-12.93E+6	-1.832E+6	78.52E+6
			570	1.796E+6	-12.93E+6	-1.832E+6	115.3E+6
319	C3		549	-4.130E+6	-9.209E+6	2.583E+6	72.97E+6
			550	-4.130E+6	-9.209E+6	2.583E+6	66.99E+6
321	C3		550	2.911E+6	-11.25E+6	-2.565E+6	86.04E+6
			571	2.911E+6	-11.25E+6	-2.565E+6	119.5E+6
322	C3		550	-2.381E+6	-11.30E+6	3.715E+6	77.48E+6
			551	-2.381E+6	-11.30E+6	3.715E+6	84.55E+6
324	C3		551	2.341E+6	-9.775E+6	-2.621E+6	79.39E+6
			572	2.341E+6	-9.775E+6	-2.621E+6	106.7E+6
325	C3		551	-1.804E+6	-11.33E+6	3.279E+6	80.77E+6
			552	-1.804E+6	-11.33E+6	3.279E+6	96.08E+6
327	C3		552	2.390E+6	-8.290E+6	-1.980E+6	72.53E+6
			573	2.390E+6	-8.290E+6	-1.980E+6	93.76E+6
328	C3		552	-2.352E+6	-9.840E+6	2.087E+6	82.44E+6
			553	-2.352E+6	-9.840E+6	2.087E+6	103.7E+6
330	C3		553	3.063E+6	-6.873E+6	-1.016E+6	66.53E+6
			574	3.063E+6	-6.873E+6	-1.016E+6	82.97E+6
331	C3		553	-3.157E+6	-7.605E+6	855600.	81.41E+6
			554	-3.157E+6	-7.605E+6	855600.	107.3E+6
333	C3		554	3.888E+6	-5.760E+6	15280.	61.76E+6
			575	3.888E+6	-5.760E+6	15280.	73.97E+6
334	C3		554	-3.901E+6	-4.948E+6	-222500.	77.08E+6
			555	-3.901E+6	-4.948E+6	-222500.	106.7E+6
336	C3		555	4.687E+6	-5.123E+6	1.043E+6	59.21E+6
			576	4.687E+6	-5.123E+6	1.043E+6	67.06E+6
337	C3		555	-4.532E+6	-1.860E+6	-1.160E+6	86.70E+6
			556	-4.532E+6	-1.860E+6	-1.160E+6	101.9E+6
339	C3		556	5.428E+6	-5.187E+6	2.129E+6	59.83E+6
			577	5.428E+6	-5.187E+6	2.129E+6	62.69E+6
340	C3		556	-5.030E+6	2.042E+6	-2.017E+6	108.2E+6
			557	-5.030E+6	2.042E+6	-2.017E+6	91.57E+6
342	C3		557	6.096E+6	-6.386E+6	3.170E+6	65.29E+6
			578	6.096E+6	-6.386E+6	3.170E+6	61.99E+6
343	C3		557	-5.369E+6	8.010E+6	-2.901E+6	135.4E+6
			558	-5.369E+6	8.010E+6	-2.901E+6	88.72E+6
345	C3		558	6.686E+6	-7.846E+6	4.513E+6	71.69E+6
			579	6.686E+6	-7.846E+6	4.513E+6	60.14E+6
346	C3		558	-5.494E+6	17.78E+6	-4.094E+6	172.0E+6
			559	-5.494E+6	17.78E+6	-4.094E+6	119.8E+6
348	C3		559	7.193E+6	-11.81E+6	6.820E+6	97.95E+6
			580	7.193E+6	-11.81E+6	6.820E+6	83.77E+6
349	C3		559	-5.378E+6	30.30E+6	-6.438E+6	210.3E+6
			560	-5.378E+6	30.30E+6	-6.438E+6	156.8E+6
351	C3		560	7.560E+6	-20.31E+6	10.90E+6	156.8E+6
			581	7.560E+6	-20.31E+6	10.90E+6	132.0E+6
352	C3		560	-4.981E+6	47.47E+6	-11.80E+6	271.5E+6
			561	-4.981E+6	47.47E+6	-11.80E+6	214.9E+6
354	C3		561	7.333E+6	-36.99E+6	17.07E+6	252.1E+6
			582	7.333E+6	-36.99E+6	17.07E+6	222.0E+6
355	C3		561	-4.051E+6	64.92E+6	-16.78E+6	361.4E+6
			562	-4.051E+6	64.92E+6	-16.78E+6	360.3E+6
357	C3		562	3.937E+6	-66.44E+6	21.03E+6	393.2E+6
			583	3.937E+6	-66.44E+6	21.03E+6	360.6E+6
358	C3		562	6.359E+6	86.87E+6	17.34E+6	401.2E+6
			563	6.359E+6	86.87E+6	17.34E+6	625.5E+6
360	C3		563	4.659E+6	-145.0E+6	-1.575E+6	882.3E+6
			584	4.659E+6	-145.0E+6	-1.575E+6	672.6E+6
361	C3		563	-14.77E+6	-86.11E+6	-13.73E+6	641.9E+6
			564	-14.77E+6	-86.11E+6	-13.73E+6	439.8E+6
363	C3		564	5.386E+6	-64.85E+6	-19.88E+6	403.8E+6
			585	5.386E+6	-64.85E+6	-19.88E+6	333.5E+6
364	C3		564	-4.912E+6	-51.02E+6	11.38E+6	294.6E+6
			565	-4.912E+6	-51.02E+6	11.38E+6	313.9E+6
366	C3		565	1.292E+6	-37.64E+6	-12.61E+6	226.6E+6
			586	1.292E+6	-37.64E+6	-12.61E+6	181.1E+6
367	C3		565	-2.995E+6	-30.99E+6	6.886E+6	151.7E+6
			566	-2.995E+6	-30.99E+6	6.886E+6	200.1E+6
369	C3		566	-377300.	-25.22E+6	-6.800E+6	135.9E+6
			587	-377300.	-25.22E+6	-6.800E+6	112.1E+6
370	C3		566	-1.355E+6	-13.17E+6	2.634E+6	50.53E+6
			567	-1.355E+6	-13.17E+6	2.634E+6	93.65E+6
372	C3		567	-1.131E+6	-19.15E+6	-3.836E+6	107.0E+6
			588	-1.131E+6	-19.15E+6	-3.836E+6	84.87E+6
374	C3		568	521600.	-9.381E+6	-589300.	65.01E+6
			589	521600.	-9.381E+6	-589300.	101.9E+6
375	C3		568	-1.157E+6	-2.951E+6	489500.	23.51E+6
			569	-1.157E+6	-2.951E+6	489500.	16.16E+6
377	C3		569	905900.	-8.290E+6	-883200.	66.06E+6
			590	905900.	-8.290E+6	-883200.	103.4E+6
378	C3		569	-317800.	-5.445E+6	1.263E+6	35.11E+6
			570	-317800.	-5.445E+6	1.263E+6	28.04E+6
380	C3		570	2.083E+6	-7.575E+6	-1.236E+6	66.45E+6
			591	2.083E+6	-7.575E+6	-1.236E+6	102.8E+6
381	C3		570	-3.619E+6	-7.479E+6	1.852E+6	61.00E+6
			571	-3.619E+6	-7.479E+6	1.852E+6	58.40E+6
383	C3		571	3.209E+6	-6.736E+6	-1.442E+6	74.47E+6
			592	3.209E+6	-6.736E+6	-1.442E+6	108.4E+6
384	C3		571	-2.767E+6	-8.665E+6	2.345E+6	65.41E+6
			572	-2.767E+6	-8.665E+6	2.345E+6	71.66E+6
386	C3		572	2.986E+6	-6.244E+6	-1.311E+6	71.74E+6
			593	2.986E+6	-6.244E+6	-1.311E+6	101.8E+6
387	C3		572	-2.311E+6	-8.864E+6	2.066E+6	69.38E+6
			573	-2.311E+6	-8.864E+6	2.066E+6	81.14E+6
389	C3		573	3.164E+6	-5.744E+6	-792200.	68.91E+6
			594	3.164E+6	-5.744E+6	-792200.	94.11E+6
390	C3		573	-2.999E+6	-8.077E+6	1.171E+6	73.95E+6
			574	-2.999E+6	-8.077E+6	1.171E+6	90.33E+6
392	C3		574	3.927E+6	-5.059E+6	15550.	65.86E+6
			595	3.927E+6	-5.059E+6	15550.	86.32E+6
393	C3		574	-3.908E+6	-6.559E+6	94130.	75.65E+6
			575	-3.908E+6	-6.559E+6	94130.	96.39E+6
395	C3		575	4.794E+6	-4.495E+6	977900.	63.26E+6
			596	4.794E+6	-4.495E+6	977900.	79.14E+6
396	C3		575	-4.746E+6	-4.490E+6	-971000.	73.71E+6
			576	-4.746E+6	-4.490E+6	-971000.	98.24E+6
398	C3		576	5.614E+6	-4.373E+6	2.008E+6	62.84E+6
			597	5.614E+6	-4.373E+6	2.008E+6	74.24E+6
399	C3		576	-5.504E+6	-1.918E+6	-2.007E+6	80.07E+6
			577	-5.504E+6	-1.918E+6	-2.007E+6	95.78E+6
401	C3		577	6.375E+6	-4.833E+6	3.062E+6	65.28E+6
			598	6.375E+6	-4.833E+6	3.062E+6	72.18E+6
402	C3		577	-6.186E+6	1.105E+6	-3.083E+6	98.84E+6
			578	-6.186E+6	1.105E+6	-3.083E+6	90.21E+6
404	C3		578	7.076E+6	-5.895E+6	4.408E+6	70.56E+6
			599	7.076E+6	-5.895E+6	4.408E+6	72.69E+6
405	C3		578	-6.781E+6	7.107E+6	-4.361E+6	126.4E+6
			579	-6.781E+6	7.107E+6	-4.361E+6	87.32E+6
407	C3		579	7.680E+6	-9.288E+6	6.094E+6	85.80E+6
			600	7.680E+6	-9.288E+6	6.094E+6	82.83E+6
408	C3		579	-7.263E+6	15.23E+6	-6.177E+6	155.7E+6
			580	-7.263E+6	15.23E+6	-6.177E+6	115.9E+6
410	C3		580	8.135E+6	-14.56E+6	8.277E+6	108.7E+6
			601	8.135E+6	-14.56E+6	8.277E+6	101.1E+6
411	C3		580	-7.619E+6	24.64E+6	-9.128E+6	180.2E+6
			581	-7.619E+6	24.64E+6	-9.128E+6	147.5E+6
413	C3		581	8.326E+6	-23.15E+6	11.34E+6	144.0E+6
			602	8.326E+6	-23.15E+6	11.34E+6	145.3E+6
414	C3		581	-7.798E+6	34.16E+6	-13.61E+6	207.7E+6
			582	-7.798E+6	34.16E+6	-13.61E+6	179.9E+6
416	C3		582	7.705E+6	-36.26E+6	14.56E+6	195.7E+6
			603	7.705E+6	-36.26E+6	14.56E+6	214.5E+6
417	C3		582	-7.049E+6	39.82E+6	-18.01E+6	238.8E+6
			583	-7.049E+6	39.82E+6	-18.01E+6	254.5E+6
419	C3		583	4.632E+6	-53.60E+6	14.71E+6	251.9E+6
			604	4.632E+6	-53.60E+6	14.71E+6	300.2E+6
420	C3		583	559800.	33.24E+6	-17.85E+6	163.3E+6
			584	559800.	33.24E+6	-17.85E+6	286.3E+6
422	C3		584	4.830E+6	-63.61E+6	421000.	294.2E+6
			605	4.830E+6	-63.61E+6	421000.	387.4E+6
423	C3		584	-9.843E+6	-28.34E+6	18.17E+6	301.1E+6
			585	-9.843E+6	-28.34E+6	18.17E+6	166.6E+6
425	C3		585	4.974E+6	-55.39E+6	-12.86E+6	269.1E+6
			606	4.974E+6	-55.39E+6	-12.86E+6	290.4E+6
426	C3		585	-2.408E+6	-31.37E+6	15.37E+6	206.0E+6
			586	-2.408E+6	-31.37E+6	15.37E+6	187.9E+6
428	C3		586	1.245E+6	-40.12E+6	-11.24E+6	188.9E+6
			607	1.245E+6	-40.12E+6	-11.24E+6	201.5E+6
429	C3		586	-379400.	-22.47E+6	9.573E+6	116.7E+6
			587	-379400.	-22.47E+6	9.573E+6	136.3E+6
431	C3		587	-624500.	-29.90E+6	-7.425E+6	156.9E+6
			608	-624500.	-29.90E+6	-7.425E+6	154.4E+6
432	C3		587	991700.	-11.11E+6	4.956E+6	46.33E+6
			588	991700.	-11.11E+6	4.956E+6	77.56E+6
434	C3		588	-1.006E+6	-23.60E+6	-4.651E+6	134.7E+6
			609	-1.006E+6	-23.60E+6	-4.651E+6	133.4E+6
436	C3		589	669600.	-3.512E+6	-197600.	54.87E+6
			610	669600.	-3.512E+6	-197600.	83.20E+6
437	C3		589	-1.121E+6	-2.535E+6	471300.	20.76E+6
			590	-1.121E+6	-2.535E+6	471300.	14.46E+6
439	C3		590	1.233E+6	-3.016E+6	-507500.	62.08E+6
			611	1.233E+6	-3.016E+6	-507500.	86.60E+6
440	C3		590	-844800.	-4.475E+6	1.048E+6	31.16E+6
			591	-844800.	-4.475E+6	1.048E+6	25.71E+6
442	C3		591	2.384E+6	-2.772E+6	-705800.	66.58E+6
			612	2.384E+6	-2.772E+6	-705800.	88.93E+6
443	C3		591	-3.504E+6	-5.944E+6	1.354E+6	51.37E+6
			592	-3.504E+6	-5.944E+6	1.354E+6	49.60E+6
445	C3		592	3.521E+6	-2.579E+6	-682700.	75.45E+6
			613	3.521E+6	-2.579E+6	-682700.	96.15E+6
446	C3		592	-3.286E+6	-6.767E+6	1.475E+6	56.35E+6
			593	-3.286E+6	-6.767E+6	1.475E+6	61.21E+6
448	C3		593	3.530E+6	-2.695E+6	-386400.	71.51E+6
			614	3.530E+6	-2.695E+6	-386400.	93.48E+6
449	C3		593	-2.906E+6	-6.982E+6	1.086E+6	59.86E+6
			594	-2.906E+6	-6.982E+6	1.086E+6	68.64E+6
451	C3		594	3.794E+6	-2.836E+6	172700.	66.65E+6
			615	3.794E+6	-2.836E+6	172700.	89.90E+6
452	C3		594	-3.720E+6	-6.557E+6	239500.	65.87E+6
			595	-3.720E+6	-6.557E+6	239500.	77.89E+6
454	C3		595	4.606E+6	-2.724E+6	938600.	62.58E+6
			616	4.606E+6	-2.724E+6	938600.	84.84E+6
455	C3		595	-4.662E+6	-5.558E+6	-756300.	69.34E+6
			596	-4.662E+6	-5.558E+6	-756300.	85.03E+6
457	C3		596	5.433E+6	-2.675E+6	1.834E+6	60.32E+6
			617	5.433E+6	-2.675E+6	1.834E+6	79.52E+6
458	C3		596	-5.472E+6	-4.044E+6	-1.769E+6	69.21E+6
			597	-5.472E+6	-4.044E+6	-1.769E+6	88.33E+6
460	C3		597	6.158E+6	-3.059E+6	2.810E+6	61.70E+6
			618	6.158E+6	-3.059E+6	2.810E+6	76.59E+6
461	C3		597	-6.191E+6	-2.025E+6	-2.795E+6	71.36E+6
			598	-6.191E+6	-2.025E+6	-2.795E+6	87.72E+6
463	C3		598	6.796E+6	-4.227E+6	3.902E+6	66.93E+6
			619	6.796E+6	-4.227E+6	3.902E+6	77.99E+6
464	C3		598	-6.831E+6	692900.	-3.893E+6	87.95E+6
			599	-6.831E+6	692900.	-3.893E+6	82.67E+6
466	C3		599	7.334E+6	-6.665E+6	4.971E+6	77.74E+6
			620	7.334E+6	-6.665E+6	4.971E+6	85.78E+6
467	C3		599	-7.381E+6	4.970E+6	-5.188E+6	107.9E+6
			600	-7.381E+6	4.970E+6	-5.188E+6	77.44E+6
469	C3		600	7.752E+6	-9.416E+6	6.225E+6	90.22E+6
			621	7.752E+6	-9.416E+6	6.225E+6	96.52E+6
470	C3		600	-7.809E+6	11.72E+6	-6.855E+6	131.4E+6
			601	-7.809E+6	11.72E+6	-6.855E+6	102.2E+6
472	C3		601	8.006E+6	-14.15E+6	7.821E+6	111.1E+6
			622	8.006E+6	-14.15E+6	7.821E+6	118.0E+6
473	C3		601	-8.080E+6	17.99E+6	-9.014E+6	143.2E+6
			602	-8.080E+6	17.99E+6	-9.014E+6	124.4E+6
475	C3		602	7.972E+6	-20.86E+6	9.331E+6	138.9E+6
			623	7.972E+6	-20.86E+6	9.331E+6	151.4E+6
476	C3		602	-8.086E+6	22.37E+6	-11.27E+6	142.2E+6
			603	-8.086E+6	22.37E+6	-11.27E+6	138.3E+6
478	C3		603	7.188E+6	-29.06E+6	9.888E+6	168.6E+6
			624	7.188E+6	-29.06E+6	9.888E+6	195.3E+6
479	C3		603	-6.945E+6	21.84E+6	-11.75E+6	137.7E+6
			604	-6.945E+6	21.84E+6	-11.75E+6	156.4E+6
481	C3		604	4.810E+6	-36.98E+6	7.548E+6	185.2E+6
			625	4.810E+6	-36.98E+6	7.548E+6	236.5E+6
482	C3		604	-1.481E+6	11.75E+6	-5.986E+6	67.28E+6
			605	-1.481E+6	11.75E+6	-5.986E+6	117.2E+6
484	C3		605	4.925E+6	-41.63E+6	898000.	184.8E+6
			626	4.925E+6	-41.63E+6	898000.	254.3E+6
485	C3		605	-8.020E+6	-5.638E+6	5.254E+6	125.9E+6
			606	-8.020E+6	-5.638E+6	5.254E+6	76.38E+6
487	C3		606	4.971E+6	-39.86E+6	-5.398E+6	201.9E+6
			627	4.971E+6	-39.86E+6	-5.398E+6	259.4E+6
488	C3		606	-2.620E+6	-14.66E+6	9.821E+6	116.7E+6
			607	-2.620E+6	-14.66E+6	9.821E+6	92.96E+6
490	C3		607	1.952E+6	-34.51E+6	-6.937E+6	180.7E+6
			628	1.952E+6	-34.51E+6	-6.937E+6	218.9E+6
491	C3		607	-246800.	-13.60E+6	8.072E+6	77.94E+6
			608	-246800.	-13.60E+6	8.072E+6	81.02E+6
493	C3		608	159300.	-29.02E+6	-5.565E+6	160.0E+6
			629	159300.	-29.02E+6	-5.565E+6	185.6E+6
494	C3		608	857300.	-7.805E+6	4.851E+6	35.73E+6
			609	857300.	-7.805E+6	4.851E+6	54.26E+6
496	C3		609	-311200.	-24.74E+6	-3.607E+6	147.0E+6
			630	-311200.	-24.74E+6	-3.607E+6	166.6E+6
498	C3		610	757300.	1.688E+6	67090.	76.70E+6
			631	757300.	1.688E+6	67090.	62.22E+6
499	C3		610	-1.172E+6	-1.867E+6	364200.	17.01E+6
			611	-1.172E+6	-1.867E+6	364200.	11.82E+6
501	C3		611	1.436E+6	1.778E+6	-263300.	82.36E+6
			632	1.436E+6	1.778E+6	-263300.	67.26E+6
502	C3		611	-1.247E+6	-3.328E+6	849800.	25.91E+6
			612	-1.247E+6	-3.328E+6	849800.	21.35E+6
504	C3		612	2.563E+6	1.705E+6	-385800.	86.75E+6
			633	2.563E+6	1.705E+6	-385800.	72.19E+6
505	C3		612	-3.468E+6	-4.472E+6	1.004E+6	42.39E+6
			613	-3.468E+6	-4.472E+6	1.004E+6	40.36E+6
507	C3		613	3.731E+6	1.488E+6	-209400.	93.64E+6
			634	3.731E+6	1.488E+6	-209400.	80.92E+6
508	C3		613	-3.726E+6	-5.206E+6	867100.	48.48E+6
			614	-3.726E+6	-5.206E+6	867100.	51.32E+6
510	C3		614	3.908E+6	995800.	254000.	89.41E+6
			635	3.908E+6	995800.	254000.	81.02E+6
511	C3		614	-3.367E+6	-5.564E+6	310400.	51.93E+6
			615	-3.367E+6	-5.564E+6	310400.	57.51E+6
513	C3		615	4.253E+6	413800.	931600.	84.41E+6
			636	4.253E+6	413800.	931600.	81.01E+6
514	C3		615	-4.335E+6	-5.480E+6	-619300.	59.65E+6
			616	-4.335E+6	-5.480E+6	-619300.	67.38E+6
516	C3		616	5.127E+6	90640.	1.735E+6	78.93E+6
			637	5.127E+6	90640.	1.735E+6	78.40E+6
517	C3		616	-5.272E+6	-4.962E+6	-1.601E+6	64.74E+6
			617	-5.272E+6	-4.962E+6	-1.601E+6	75.57E+6
519	C3		617	5.889E+6	-317200.	2.583E+6	72.11E+6
			638	5.889E+6	-317200.	2.583E+6	74.91E+6
520	C3		617	-5.984E+6	-3.985E+6	-2.539E+6	66.42E+6
			618	-5.984E+6	-3.985E+6	-2.539E+6	80.29E+6
522	C3		618	6.476E+6	-1.149E+6	3.410E+6	64.53E+6
			639	6.476E+6	-1.149E+6	3.410E+6	73.84E+6
523	C3		618	-6.574E+6	-2.574E+6	-3.448E+6	65.00E+6
			619	-6.574E+6	-2.574E+6	-3.448E+6	81.52E+6
525	C3		619	6.939E+6	-2.475E+6	4.161E+6	61.77E+6
			640	6.939E+6	-2.475E+6	4.161E+6	76.44E+6
526	C3		619	-7.065E+6	-949100.	-4.375E+6	73.41E+6
			620	-7.065E+6	-949100.	-4.375E+6	80.96E+6
528	C3		620	7.294E+6	-4.162E+6	5.042E+6	69.45E+6
			641	7.294E+6	-4.162E+6	5.042E+6	82.65E+6
529	C3		620	-7.447E+6	3.041E+6	-5.384E+6	92.06E+6
			621	-7.447E+6	3.041E+6	-5.384E+6	68.65E+6
531	C3		621	7.511E+6	-7.599E+6	5.924E+6	84.74E+6
			642	7.511E+6	-7.599E+6	5.924E+6	98.58E+6
532	C3		621	-7.692E+6	7.901E+6	-6.500E+6	107.6E+6
			622	-7.692E+6	7.901E+6	-6.500E+6	85.47E+6
534	C3		622	7.543E+6	-11.58E+6	6.585E+6	103.0E+6
			643	7.543E+6	-11.58E+6	6.585E+6	120.6E+6
535	C3		622	-7.762E+6	12.00E+6	-7.590E+6	113.0E+6
			623	-7.762E+6	12.00E+6	-7.590E+6	100.0E+6
537	C3		623	7.299E+6	-16.16E+6	6.914E+6	123.4E+6
			644	7.299E+6	-16.16E+6	6.914E+6	148.9E+6
538	C3		623	-7.534E+6	13.96E+6	-8.111E+6	102.4E+6
			624	-7.534E+6	13.96E+6	-8.111E+6	104.2E+6
540	C3		624	6.438E+6	-20.83E+6	6.301E+6	142.0E+6
			645	6.438E+6	-20.83E+6	6.301E+6	180.3E+6
541	C3		624	-6.239E+6	12.40E+6	-6.832E+6	81.35E+6
			625	-6.239E+6	12.40E+6	-6.832E+6	91.29E+6
543	C3		625	4.609E+6	-24.78E+6	4.159E+6	151.4E+6
			646	4.609E+6	-24.78E+6	4.159E+6	205.3E+6
544	C3		625	-2.412E+6	6.902E+6	-2.611E+6	42.41E+6
			626	-2.412E+6	6.902E+6	-2.611E+6	63.96E+6
546	C3		626	4.755E+6	-27.73E+6	758100.	156.6E+6
			647	4.755E+6	-27.73E+6	758100.	218.8E+6
547	C3		626	-6.921E+6	-126300.	2.085E+6	61.74E+6
			627	-6.921E+6	-126300.	2.085E+6	58.02E+6
549	C3		627	4.839E+6	-27.91E+6	-2.409E+6	172.5E+6
			648	4.839E+6	-27.91E+6	-2.409E+6	232.9E+6
