GSA Limited Capability mode

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 30/11/2014 15:09:43

GSA 8.7.0.21 64-bit Copyright © Oasys 1985-2014

Elements
Releases are in local axes.
Members and directions not listed assume the default condition for the element type.

START_TABLE Elements
Elem	Name	Type	Property	Group	Orient. Node	Orient. Angle	Vert- ical	Length /Area	Topology	
						[°]		[m]		
1412		Beam	Column	1	0	0.0	Vert.	2.000	486	927
1413		Beam	Beam - y	3	0	0.0		2.000	927	948
1414		Beam	Beam - x	2	0	0.0		2.000	927	928
1415		Beam	Column	1	0	0.0	Vert.	2.000	487	928
1416		Beam	Beam - y	3	0	0.0		2.000	928	949
1417		Beam	Beam - x	2	0	0.0		2.000	928	929
1418		Beam	Column	1	0	0.0	Vert.	2.000	488	929
1419		Beam	Beam - y	3	0	0.0		2.000	929	950
1420		Beam	Beam - x	2	0	0.0		2.000	929	930
1421		Beam	Column	1	0	0.0	Vert.	2.000	489	930
1422		Beam	Beam - y	3	0	0.0		2.000	930	951
1423		Beam	Beam - x	2	0	0.0		2.000	930	931
1424		Beam	Column	1	0	0.0	Vert.	2.000	490	931
1425		Beam	Beam - y	3	0	0.0		2.000	931	952
1426		Beam	Beam - x	2	0	0.0		2.000	931	932
1427		Beam	Column	1	0	0.0	Vert.	2.000	491	932
1428		Beam	Beam - y	3	0	0.0		2.000	932	953
1429		Beam	Beam - x	2	0	0.0		2.000	932	933
1430		Beam	Column	1	0	0.0	Vert.	2.000	492	933
1431		Beam	Beam - y	3	0	0.0		2.000	933	954
1432		Beam	Beam - x	2	0	0.0		2.000	933	934
1433		Beam	Column	1	0	0.0	Vert.	2.000	493	934
1434		Beam	Beam - y	3	0	0.0		2.000	934	955
1435		Beam	Beam - x	2	0	0.0		2.000	934	935
1436		Beam	Column	1	0	0.0	Vert.	2.000	494	935
1437		Beam	Beam - y	3	0	0.0		2.000	935	956
1438		Beam	Beam - x	2	0	0.0		2.000	935	936
1439		Beam	Column	1	0	0.0	Vert.	2.000	495	936
1440		Beam	Beam - y	3	0	0.0		2.000	936	957
1441		Beam	Beam - x	2	0	0.0		2.000	936	937
1442		Beam	Column	1	0	0.0	Vert.	2.000	496	937
1443		Beam	Beam - y	3	0	0.0		2.000	937	958
1444		Beam	Beam - x	2	0	0.0		2.000	937	938
1445		Beam	Column	1	0	0.0	Vert.	2.000	497	938
1446		Beam	Beam - y	3	0	0.0		2.000	938	959
1447		Beam	Beam - x	2	0	0.0		2.000	938	939
1448		Beam	Column	1	0	0.0	Vert.	2.000	498	939
1449		Beam	Beam - y	3	0	0.0		2.000	939	960
1450		Beam	Beam - x	2	0	0.0		2.000	939	940
1451		Beam	Column	1	0	0.0	Vert.	2.000	499	940
1452		Beam	Beam - y	3	0	0.0		2.000	940	961
1453		Beam	Beam - x	2	0	0.0		2.000	940	941
1454		Beam	Column	1	0	0.0	Vert.	2.000	500	941
1455		Beam	Beam - y	3	0	0.0		2.000	941	962
1456		Beam	Beam - x	2	0	0.0		2.000	941	942
1457		Beam	Column	1	0	0.0	Vert.	2.000	501	942
1458		Beam	Beam - y	3	0	0.0		2.000	942	963
1459		Beam	Beam - x	2	0	0.0		2.000	942	943
1460		Beam	Column	1	0	0.0	Vert.	2.000	502	943
1461		Beam	Beam - y	3	0	0.0		2.000	943	964
1462		Beam	Beam - x	2	0	0.0		2.000	943	944
1463		Beam	Column	1	0	0.0	Vert.	2.000	503	944
1464		Beam	Beam - y	3	0	0.0		2.000	944	965
1465		Beam	Beam - x	2	0	0.0		2.000	944	945
1466		Beam	Column	1	0	0.0	Vert.	2.000	504	945
1467		Beam	Beam - y	3	0	0.0		2.000	945	966
1468		Beam	Column	1	0	0.0	Vert.	2.000	505	946
1469		Beam	Beam - y	3	0	0.0		2.000	946	967
1470		Beam	Beam - x	2	0	0.0		2.000	946	947
1471		Beam	Column	1	0	0.0	Vert.	2.000	506	947
1472		Beam	Beam - y	3	0	0.0		2.000	947	968
1473		Beam	Beam - x	2	0	0.0		2.000	947	948
1474		Beam	Column	1	0	0.0	Vert.	2.000	507	948
1475		Beam	Beam - y	3	0	0.0		2.000	948	969
1476		Beam	Beam - x	2	0	0.0		2.000	948	949
1477		Beam	Column	1	0	0.0	Vert.	2.000	508	949
1478		Beam	Beam - y	3	0	0.0		2.000	949	970
1479		Beam	Beam - x	2	0	0.0		2.000	949	950
1480		Beam	Column	1	0	0.0	Vert.	2.000	509	950
1481		Beam	Beam - y	3	0	0.0		2.000	950	971
1482		Beam	Beam - x	2	0	0.0		2.000	950	951
1483		Beam	Column	1	0	0.0	Vert.	2.000	510	951
1484		Beam	Beam - y	3	0	0.0		2.000	951	972
1485		Beam	Beam - x	2	0	0.0		2.000	951	952
1486		Beam	Column	1	0	0.0	Vert.	2.000	511	952
1487		Beam	Beam - y	3	0	0.0		2.000	952	973
1488		Beam	Beam - x	2	0	0.0		2.000	952	953
1489		Beam	Column	1	0	0.0	Vert.	2.000	512	953
1490		Beam	Beam - y	3	0	0.0		2.000	953	974
1491		Beam	Beam - x	2	0	0.0		2.000	953	954
1492		Beam	Column	1	0	0.0	Vert.	2.000	513	954
1493		Beam	Beam - y	3	0	0.0		2.000	954	975
1494		Beam	Beam - x	2	0	0.0		2.000	954	955
1495		Beam	Column	1	0	0.0	Vert.	2.000	514	955
1496		Beam	Beam - y	3	0	0.0		2.000	955	976
1497		Beam	Beam - x	2	0	0.0		2.000	955	956
1498		Beam	Column	1	0	0.0	Vert.	2.000	515	956
1499		Beam	Beam - y	3	0	0.0		2.000	956	977
1500		Beam	Beam - x	2	0	0.0		2.000	956	957
1501		Beam	Column	1	0	0.0	Vert.	2.000	516	957
1502		Beam	Beam - y	3	0	0.0		2.000	957	978
1503		Beam	Beam - x	2	0	0.0		2.000	957	958
1504		Beam	Column	1	0	0.0	Vert.	2.000	517	958
1505		Beam	Beam - y	3	0	0.0		2.000	958	979
1506		Beam	Beam - x	2	0	0.0		2.000	958	959
1507		Beam	Column	1	0	0.0	Vert.	2.000	518	959
1508		Beam	Beam - y	3	0	0.0		2.000	959	980
1509		Beam	Beam - x	2	0	0.0		2.000	959	960
1510		Beam	Column	1	0	0.0	Vert.	2.000	519	960
1511		Beam	Beam - y	3	0	0.0		2.000	960	981
1512		Beam	Beam - x	2	0	0.0		2.000	960	961
1513		Beam	Column	1	0	0.0	Vert.	2.000	520	961
1514		Beam	Beam - y	3	0	0.0		2.000	961	982
1515		Beam	Beam - x	2	0	0.0		2.000	961	962
1516		Beam	Column	1	0	0.0	Vert.	2.000	521	962
1517		Beam	Beam - y	3	0	0.0		2.000	962	983
1518		Beam	Beam - x	2	0	0.0		2.000	962	963
1519		Beam	Column	1	0	0.0	Vert.	2.000	522	963
1520		Beam	Beam - y	3	0	0.0		2.000	963	984
1521		Beam	Beam - x	2	0	0.0		2.000	963	964
1522		Beam	Column	1	0	0.0	Vert.	2.000	523	964
1523		Beam	Beam - y	3	0	0.0		2.000	964	985
1524		Beam	Beam - x	2	0	0.0		2.000	964	965
1525		Beam	Column	1	0	0.0	Vert.	2.000	524	965
1526		Beam	Beam - y	3	0	0.0		2.000	965	986
1527		Beam	Beam - x	2	0	0.0		2.000	965	966
1528		Beam	Column	1	0	0.0	Vert.	2.000	525	966
1529		Beam	Beam - y	3	0	0.0		2.000	966	987
1530		Beam	Column	1	0	0.0	Vert.	2.000	526	967
1531		Beam	Beam - y	3	0	0.0		2.000	967	988
1532		Beam	Beam - x	2	0	0.0		2.000	967	968
1533		Beam	Column	1	0	0.0	Vert.	2.000	527	968
1534		Beam	Beam - y	3	0	0.0		2.000	968	989
1535		Beam	Beam - x	2	0	0.0		2.000	968	969
1536		Beam	Column	1	0	0.0	Vert.	2.000	528	969
1537		Beam	Beam - y	3	0	0.0		2.000	969	990
1538		Beam	Beam - x	2	0	0.0		2.000	969	970
1539		Beam	Column	1	0	0.0	Vert.	2.000	529	970
1540		Beam	Beam - y	3	0	0.0		2.000	970	991
1541		Beam	Beam - x	2	0	0.0		2.000	970	971
1542		Beam	Column	1	0	0.0	Vert.	2.000	530	971
1543		Beam	Beam - y	3	0	0.0		2.000	971	992
1544		Beam	Beam - x	2	0	0.0		2.000	971	972
1545		Beam	Column	1	0	0.0	Vert.	2.000	531	972
1546		Beam	Beam - y	3	0	0.0		2.000	972	993
1547		Beam	Beam - x	2	0	0.0		2.000	972	973
1548		Beam	Column	1	0	0.0	Vert.	2.000	532	973
1549		Beam	Beam - y	3	0	0.0		2.000	973	994
1550		Beam	Beam - x	2	0	0.0		2.000	973	974
1551		Beam	Column	1	0	0.0	Vert.	2.000	533	974
1552		Beam	Beam - y	3	0	0.0		2.000	974	995
1553		Beam	Beam - x	2	0	0.0		2.000	974	975
1554		Beam	Column	1	0	0.0	Vert.	2.000	534	975
1555		Beam	Beam - y	3	0	0.0		2.000	975	996
1556		Beam	Beam - x	2	0	0.0		2.000	975	976
1557		Beam	Column	1	0	0.0	Vert.	2.000	535	976
1558		Beam	Beam - y	3	0	0.0		2.000	976	997
1559		Beam	Beam - x	2	0	0.0		2.000	976	977
1560		Beam	Column	1	0	0.0	Vert.	2.000	536	977
1561		Beam	Beam - y	3	0	0.0		2.000	977	998
1562		Beam	Beam - x	2	0	0.0		2.000	977	978
1563		Beam	Column	1	0	0.0	Vert.	2.000	537	978
1564		Beam	Beam - y	3	0	0.0		2.000	978	999
1565		Beam	Beam - x	2	0	0.0		2.000	978	979
1566		Beam	Column	1	0	0.0	Vert.	2.000	538	979
1567		Beam	Beam - y	3	0	0.0		2.000	979	1000
1568		Beam	Beam - x	2	0	0.0		2.000	979	980
1569		Beam	Column	1	0	0.0	Vert.	2.000	539	980
1570		Beam	Beam - y	3	0	0.0		2.000	980	1001
1571		Beam	Beam - x	2	0	0.0		2.000	980	981
1572		Beam	Column	1	0	0.0	Vert.	2.000	540	981
1573		Beam	Beam - y	3	0	0.0		2.000	981	1002
1574		Beam	Beam - x	2	0	0.0		2.000	981	982
1575		Beam	Column	1	0	0.0	Vert.	2.000	541	982
1576		Beam	Beam - y	3	0	0.0		2.000	982	1003
1577		Beam	Beam - x	2	0	0.0		2.000	982	983
1578		Beam	Column	1	0	0.0	Vert.	2.000	542	983
1579		Beam	Beam - y	3	0	0.0		2.000	983	1004
1580		Beam	Beam - x	2	0	0.0		2.000	983	984
1581		Beam	Column	1	0	0.0	Vert.	2.000	543	984
1582		Beam	Beam - y	3	0	0.0		2.000	984	1005
1583		Beam	Beam - x	2	0	0.0		2.000	984	985
1584		Beam	Column	1	0	0.0	Vert.	2.000	544	985
1585		Beam	Beam - y	3	0	0.0		2.000	985	1006
1586		Beam	Beam - x	2	0	0.0		2.000	985	986
1587		Beam	Column	1	0	0.0	Vert.	2.000	545	986
1588		Beam	Beam - y	3	0	0.0		2.000	986	1007
1589		Beam	Beam - x	2	0	0.0		2.000	986	987
1590		Beam	Column	1	0	0.0	Vert.	2.000	546	987
1591		Beam	Beam - y	3	0	0.0		2.000	987	1008
1592		Beam	Column	1	0	0.0	Vert.	2.000	547	988
1593		Beam	Beam - y	3	0	0.0		2.000	988	1009
1594		Beam	Beam - x	2	0	0.0		2.000	988	989
1595		Beam	Column	1	0	0.0	Vert.	2.000	548	989
1596		Beam	Beam - y	3	0	0.0		2.000	989	1010
1597		Beam	Beam - x	2	0	0.0		2.000	989	990
1598		Beam	Column	1	0	0.0	Vert.	2.000	549	990
1599		Beam	Beam - y	3	0	0.0		2.000	990	1011
1600		Beam	Beam - x	2	0	0.0		2.000	990	991
1601		Beam	Column	1	0	0.0	Vert.	2.000	550	991
1602		Beam	Beam - y	3	0	0.0		2.000	991	1012
1603		Beam	Beam - x	2	0	0.0		2.000	991	992
1604		Beam	Column	1	0	0.0	Vert.	2.000	551	992
1605		Beam	Beam - y	3	0	0.0		2.000	992	1013
1606		Beam	Beam - x	2	0	0.0		2.000	992	993
1607		Beam	Column	1	0	0.0	Vert.	2.000	552	993
1608		Beam	Beam - y	3	0	0.0		2.000	993	1014
1609		Beam	Beam - x	2	0	0.0		2.000	993	994
1610		Beam	Column	1	0	0.0	Vert.	2.000	553	994
1611		Beam	Beam - y	3	0	0.0		2.000	994	1015
1612		Beam	Beam - x	2	0	0.0		2.000	994	995
1613		Beam	Column	1	0	0.0	Vert.	2.000	554	995
1614		Beam	Beam - y	3	0	0.0		2.000	995	1016
1615		Beam	Beam - x	2	0	0.0		2.000	995	996
1616		Beam	Column	1	0	0.0	Vert.	2.000	555	996
1617		Beam	Beam - y	3	0	0.0		2.000	996	1017
1618		Beam	Beam - x	2	0	0.0		2.000	996	997
1619		Beam	Column	1	0	0.0	Vert.	2.000	556	997
1620		Beam	Beam - y	3	0	0.0		2.000	997	1018
1621		Beam	Beam - x	2	0	0.0		2.000	997	998
1622		Beam	Column	1	0	0.0	Vert.	2.000	557	998
1623		Beam	Beam - y	3	0	0.0		2.000	998	1019
1624		Beam	Beam - x	2	0	0.0		2.000	998	999
1625		Beam	Column	1	0	0.0	Vert.	2.000	558	999
1626		Beam	Beam - y	3	0	0.0		2.000	999	1020
1627		Beam	Beam - x	2	0	0.0		2.000	999	1000
1628		Beam	Column	1	0	0.0	Vert.	2.000	559	1000
1629		Beam	Beam - y	3	0	0.0		2.000	1000	1021
1630		Beam	Beam - x	2	0	0.0		2.000	1000	1001
1631		Beam	Column	1	0	0.0	Vert.	2.000	560	1001
1632		Beam	Beam - y	3	0	0.0		2.000	1001	1022
1633		Beam	Beam - x	2	0	0.0		2.000	1001	1002
1634		Beam	Column	1	0	0.0	Vert.	2.000	561	1002
1635		Beam	Beam - y	3	0	0.0		2.000	1002	1023
1636		Beam	Beam - x	2	0	0.0		2.000	1002	1003
1637		Beam	Column	1	0	0.0	Vert.	2.000	562	1003
1638		Beam	Beam - y	3	0	0.0		2.000	1003	1024
1639		Beam	Beam - x	2	0	0.0		2.000	1003	1004
1640		Beam	Column	1	0	0.0	Vert.	2.000	563	1004
1641		Beam	Beam - y	3	0	0.0		2.000	1004	1025
1642		Beam	Beam - x	2	0	0.0		2.000	1004	1005
1643		Beam	Column	1	0	0.0	Vert.	2.000	564	1005
1644		Beam	Beam - y	3	0	0.0		2.000	1005	1026
1645		Beam	Beam - x	2	0	0.0		2.000	1005	1006
1646		Beam	Column	1	0	0.0	Vert.	2.000	565	1006
1647		Beam	Beam - y	3	0	0.0		2.000	1006	1027
1648		Beam	Beam - x	2	0	0.0		2.000	1006	1007
1649		Beam	Column	1	0	0.0	Vert.	2.000	566	1007
1650		Beam	Beam - y	3	0	0.0		2.000	1007	1028
1651		Beam	Beam - x	2	0	0.0		2.000	1007	1008
1652		Beam	Column	1	0	0.0	Vert.	2.000	567	1008
1653		Beam	Beam - y	3	0	0.0		2.000	1008	1029
1654		Beam	Column	1	0	0.0	Vert.	2.000	568	1009
1655		Beam	Beam - y	3	0	0.0		2.000	1009	1030
1656		Beam	Beam - x	2	0	0.0		2.000	1009	1010
1657		Beam	Column	1	0	0.0	Vert.	2.000	569	1010
1658		Beam	Beam - y	3	0	0.0		2.000	1010	1031
1659		Beam	Beam - x	2	0	0.0		2.000	1010	1011
1660		Beam	Column	1	0	0.0	Vert.	2.000	570	1011
1661		Beam	Beam - y	3	0	0.0		2.000	1011	1032
1662		Beam	Beam - x	2	0	0.0		2.000	1011	1012
1663		Beam	Column	1	0	0.0	Vert.	2.000	571	1012
1664		Beam	Beam - y	3	0	0.0		2.000	1012	1033
1665		Beam	Beam - x	2	0	0.0		2.000	1012	1013
1666		Beam	Column	1	0	0.0	Vert.	2.000	572	1013
1667		Beam	Beam - y	3	0	0.0		2.000	1013	1034
1668		Beam	Beam - x	2	0	0.0		2.000	1013	1014
1669		Beam	Column	1	0	0.0	Vert.	2.000	573	1014
1670		Beam	Beam - y	3	0	0.0		2.000	1014	1035
1671		Beam	Beam - x	2	0	0.0		2.000	1014	1015
1672		Beam	Column	1	0	0.0	Vert.	2.000	574	1015
1673		Beam	Beam - y	3	0	0.0		2.000	1015	1036
1674		Beam	Beam - x	2	0	0.0		2.000	1015	1016
1675		Beam	Column	1	0	0.0	Vert.	2.000	575	1016
1676		Beam	Beam - y	3	0	0.0		2.000	1016	1037
1677		Beam	Beam - x	2	0	0.0		2.000	1016	1017
1678		Beam	Column	1	0	0.0	Vert.	2.000	576	1017
1679		Beam	Beam - y	3	0	0.0		2.000	1017	1038
1680		Beam	Beam - x	2	0	0.0		2.000	1017	1018
1681		Beam	Column	1	0	0.0	Vert.	2.000	577	1018
1682		Beam	Beam - y	3	0	0.0		2.000	1018	1039
1683		Beam	Beam - x	2	0	0.0		2.000	1018	1019
1684		Beam	Column	1	0	0.0	Vert.	2.000	578	1019
1685		Beam	Beam - y	3	0	0.0		2.000	1019	1040
1686		Beam	Beam - x	2	0	0.0		2.000	1019	1020
1687		Beam	Column	1	0	0.0	Vert.	2.000	579	1020
1688		Beam	Beam - y	3	0	0.0		2.000	1020	1041
1689		Beam	Beam - x	2	0	0.0		2.000	1020	1021
1690		Beam	Column	1	0	0.0	Vert.	2.000	580	1021
1691		Beam	Beam - y	3	0	0.0		2.000	1021	1042
1692		Beam	Beam - x	2	0	0.0		2.000	1021	1022
1693		Beam	Column	1	0	0.0	Vert.	2.000	581	1022
1694		Beam	Beam - y	3	0	0.0		2.000	1022	1043
1695		Beam	Beam - x	2	0	0.0		2.000	1022	1023
1696		Beam	Column	1	0	0.0	Vert.	2.000	582	1023
1697		Beam	Beam - y	3	0	0.0		2.000	1023	1044
1698		Beam	Beam - x	2	0	0.0		2.000	1023	1024
1699		Beam	Column	1	0	0.0	Vert.	2.000	583	1024
1700		Beam	Beam - y	3	0	0.0		2.000	1024	1045
1701		Beam	Beam - x	2	0	0.0		2.000	1024	1025
1702		Beam	Column	1	0	0.0	Vert.	2.000	584	1025
1703		Beam	Beam - y	3	0	0.0		2.000	1025	1046
1704		Beam	Beam - x	2	0	0.0		2.000	1025	1026
1705		Beam	Column	1	0	0.0	Vert.	2.000	585	1026
1706		Beam	Beam - y	3	0	0.0		2.000	1026	1047
1707		Beam	Beam - x	2	0	0.0		2.000	1026	1027
1708		Beam	Column	1	0	0.0	Vert.	2.000	586	1027
1709		Beam	Beam - y	3	0	0.0		2.000	1027	1048
1710		Beam	Beam - x	2	0	0.0		2.000	1027	1028
1711		Beam	Column	1	0	0.0	Vert.	2.000	587	1028
1712		Beam	Beam - y	3	0	0.0		2.000	1028	1049
1713		Beam	Beam - x	2	0	0.0		2.000	1028	1029
1714		Beam	Column	1	0	0.0	Vert.	2.000	588	1029
1715		Beam	Beam - y	3	0	0.0		2.000	1029	1050
1716		Beam	Column	1	0	0.0	Vert.	2.000	589	1030
1717		Beam	Beam - y	3	0	0.0		2.000	1030	1051
1718		Beam	Beam - x	2	0	0.0		2.000	1030	1031
1719		Beam	Column	1	0	0.0	Vert.	2.000	590	1031
1720		Beam	Beam - y	3	0	0.0		2.000	1031	1052
1721		Beam	Beam - x	2	0	0.0		2.000	1031	1032
1722		Beam	Column	1	0	0.0	Vert.	2.000	591	1032
1723		Beam	Beam - y	3	0	0.0		2.000	1032	1053
1724		Beam	Beam - x	2	0	0.0		2.000	1032	1033
1725		Beam	Column	1	0	0.0	Vert.	2.000	592	1033
1726		Beam	Beam - y	3	0	0.0		2.000	1033	1054
1727		Beam	Beam - x	2	0	0.0		2.000	1033	1034
1728		Beam	Column	1	0	0.0	Vert.	2.000	593	1034
1729		Beam	Beam - y	3	0	0.0		2.000	1034	1055
1730		Beam	Beam - x	2	0	0.0		2.000	1034	1035
1731		Beam	Column	1	0	0.0	Vert.	2.000	594	1035
1732		Beam	Beam - y	3	0	0.0		2.000	1035	1056
1733		Beam	Beam - x	2	0	0.0		2.000	1035	1036
1734		Beam	Column	1	0	0.0	Vert.	2.000	595	1036
1735		Beam	Beam - y	3	0	0.0		2.000	1036	1057
1736		Beam	Beam - x	2	0	0.0		2.000	1036	1037
1737		Beam	Column	1	0	0.0	Vert.	2.000	596	1037
1738		Beam	Beam - y	3	0	0.0		2.000	1037	1058
1739		Beam	Beam - x	2	0	0.0		2.000	1037	1038
1740		Beam	Column	1	0	0.0	Vert.	2.000	597	1038
1741		Beam	Beam - y	3	0	0.0		2.000	1038	1059
1742		Beam	Beam - x	2	0	0.0		2.000	1038	1039
1743		Beam	Column	1	0	0.0	Vert.	2.000	598	1039
1744		Beam	Beam - y	3	0	0.0		2.000	1039	1060
1745		Beam	Beam - x	2	0	0.0		2.000	1039	1040
1746		Beam	Column	1	0	0.0	Vert.	2.000	599	1040
1747		Beam	Beam - y	3	0	0.0		2.000	1040	1061
1748		Beam	Beam - x	2	0	0.0		2.000	1040	1041
1749		Beam	Column	1	0	0.0	Vert.	2.000	600	1041
1750		Beam	Beam - y	3	0	0.0		2.000	1041	1062
1751		Beam	Beam - x	2	0	0.0		2.000	1041	1042
1752		Beam	Column	1	0	0.0	Vert.	2.000	601	1042
1753		Beam	Beam - y	3	0	0.0		2.000	1042	1063
1754		Beam	Beam - x	2	0	0.0		2.000	1042	1043
1755		Beam	Column	1	0	0.0	Vert.	2.000	602	1043
1756		Beam	Beam - y	3	0	0.0		2.000	1043	1064
1757		Beam	Beam - x	2	0	0.0		2.000	1043	1044
1758		Beam	Column	1	0	0.0	Vert.	2.000	603	1044
1759		Beam	Beam - y	3	0	0.0		2.000	1044	1065
1760		Beam	Beam - x	2	0	0.0		2.000	1044	1045
1761		Beam	Column	1	0	0.0	Vert.	2.000	604	1045
1762		Beam	Beam - y	3	0	0.0		2.000	1045	1066
1763		Beam	Beam - x	2	0	0.0		2.000	1045	1046
1764		Beam	Column	1	0	0.0	Vert.	2.000	605	1046
1765		Beam	Beam - y	3	0	0.0		2.000	1046	1067
1766		Beam	Beam - x	2	0	0.0		2.000	1046	1047
1767		Beam	Column	1	0	0.0	Vert.	2.000	606	1047
1768		Beam	Beam - y	3	0	0.0		2.000	1047	1068
1769		Beam	Beam - x	2	0	0.0		2.000	1047	1048
1770		Beam	Column	1	0	0.0	Vert.	2.000	607	1048
1771		Beam	Beam - y	3	0	0.0		2.000	1048	1069
1772		Beam	Beam - x	2	0	0.0		2.000	1048	1049
1773		Beam	Column	1	0	0.0	Vert.	2.000	608	1049
1774		Beam	Beam - y	3	0	0.0		2.000	1049	1070
1775		Beam	Beam - x	2	0	0.0		2.000	1049	1050
1776		Beam	Column	1	0	0.0	Vert.	2.000	609	1050
1777		Beam	Beam - y	3	0	0.0		2.000	1050	1071
1778		Beam	Column	1	0	0.0	Vert.	2.000	610	1051
1779		Beam	Beam - y	3	0	0.0		2.000	1051	1072
1780		Beam	Beam - x	2	0	0.0		2.000	1051	1052
1781		Beam	Column	1	0	0.0	Vert.	2.000	611	1052
1782		Beam	Beam - y	3	0	0.0		2.000	1052	1073
1783		Beam	Beam - x	2	0	0.0		2.000	1052	1053
1784		Beam	Column	1	0	0.0	Vert.	2.000	612	1053
1785		Beam	Beam - y	3	0	0.0		2.000	1053	1074
1786		Beam	Beam - x	2	0	0.0		2.000	1053	1054
1787		Beam	Column	1	0	0.0	Vert.	2.000	613	1054
1788		Beam	Beam - y	3	0	0.0		2.000	1054	1075
1789		Beam	Beam - x	2	0	0.0		2.000	1054	1055
1790		Beam	Column	1	0	0.0	Vert.	2.000	614	1055
1791		Beam	Beam - y	3	0	0.0		2.000	1055	1076
1792		Beam	Beam - x	2	0	0.0		2.000	1055	1056
1793		Beam	Column	1	0	0.0	Vert.	2.000	615	1056
1794		Beam	Beam - y	3	0	0.0		2.000	1056	1077
1795		Beam	Beam - x	2	0	0.0		2.000	1056	1057
1796		Beam	Column	1	0	0.0	Vert.	2.000	616	1057
1797		Beam	Beam - y	3	0	0.0		2.000	1057	1078
1798		Beam	Beam - x	2	0	0.0		2.000	1057	1058
1799		Beam	Column	1	0	0.0	Vert.	2.000	617	1058
1800		Beam	Beam - y	3	0	0.0		2.000	1058	1079
1801		Beam	Beam - x	2	0	0.0		2.000	1058	1059
1802		Beam	Column	1	0	0.0	Vert.	2.000	618	1059
1803		Beam	Beam - y	3	0	0.0		2.000	1059	1080
1804		Beam	Beam - x	2	0	0.0		2.000	1059	1060
1805		Beam	Column	1	0	0.0	Vert.	2.000	619	1060
1806		Beam	Beam - y	3	0	0.0		2.000	1060	1081
1807		Beam	Beam - x	2	0	0.0		2.000	1060	1061
1808		Beam	Column	1	0	0.0	Vert.	2.000	620	1061
1809		Beam	Beam - y	3	0	0.0		2.000	1061	1082
1810		Beam	Beam - x	2	0	0.0		2.000	1061	1062
1811		Beam	Column	1	0	0.0	Vert.	2.000	621	1062
1812		Beam	Beam - y	3	0	0.0		2.000	1062	1083
1813		Beam	Beam - x	2	0	0.0		2.000	1062	1063
1814		Beam	Column	1	0	0.0	Vert.	2.000	622	1063
1815		Beam	Beam - y	3	0	0.0		2.000	1063	1084
1816		Beam	Beam - x	2	0	0.0		2.000	1063	1064
1817		Beam	Column	1	0	0.0	Vert.	2.000	623	1064
1818		Beam	Beam - y	3	0	0.0		2.000	1064	1085
1819		Beam	Beam - x	2	0	0.0		2.000	1064	1065
1820		Beam	Column	1	0	0.0	Vert.	2.000	624	1065
1821		Beam	Beam - y	3	0	0.0		2.000	1065	1086
1822		Beam	Beam - x	2	0	0.0		2.000	1065	1066
1823		Beam	Column	1	0	0.0	Vert.	2.000	625	1066
1824		Beam	Beam - y	3	0	0.0		2.000	1066	1087
1825		Beam	Beam - x	2	0	0.0		2.000	1066	1067
1826		Beam	Column	1	0	0.0	Vert.	2.000	626	1067
1827		Beam	Beam - y	3	0	0.0		2.000	1067	1088
1828		Beam	Beam - x	2	0	0.0		2.000	1067	1068
1829		Beam	Column	1	0	0.0	Vert.	2.000	627	1068
1830		Beam	Beam - y	3	0	0.0		2.000	1068	1089
1831		Beam	Beam - x	2	0	0.0		2.000	1068	1069
1832		Beam	Column	1	0	0.0	Vert.	2.000	628	1069
1833		Beam	Beam - y	3	0	0.0		2.000	1069	1090
1834		Beam	Beam - x	2	0	0.0		2.000	1069	1070
1835		Beam	Column	1	0	0.0	Vert.	2.000	629	1070
1836		Beam	Beam - y	3	0	0.0		2.000	1070	1091
1837		Beam	Beam - x	2	0	0.0		2.000	1070	1071
1838		Beam	Column	1	0	0.0	Vert.	2.000	630	1071
1839		Beam	Beam - y	3	0	0.0		2.000	1071	1092
1840		Beam	Column	1	0	0.0	Vert.	2.000	631	1072
1841		Beam	Beam - y	3	0	0.0		2.000	1072	1093
1842		Beam	Beam - x	2	0	0.0		2.000	1072	1073
1843		Beam	Column	1	0	0.0	Vert.	2.000	632	1073
1844		Beam	Beam - y	3	0	0.0		2.000	1073	1094
1845		Beam	Beam - x	2	0	0.0		2.000	1073	1074
1846		Beam	Column	1	0	0.0	Vert.	2.000	633	1074
1847		Beam	Beam - y	3	0	0.0		2.000	1074	1095
1848		Beam	Beam - x	2	0	0.0		2.000	1074	1075
1849		Beam	Column	1	0	0.0	Vert.	2.000	634	1075
1850		Beam	Beam - y	3	0	0.0		2.000	1075	1096
1851		Beam	Beam - x	2	0	0.0		2.000	1075	1076
1852		Beam	Column	1	0	0.0	Vert.	2.000	635	1076
1853		Beam	Beam - y	3	0	0.0		2.000	1076	1097
1854		Beam	Beam - x	2	0	0.0		2.000	1076	1077
1855		Beam	Column	1	0	0.0	Vert.	2.000	636	1077
1856		Beam	Beam - y	3	0	0.0		2.000	1077	1098
1857		Beam	Beam - x	2	0	0.0		2.000	1077	1078
1858		Beam	Column	1	0	0.0	Vert.	2.000	637	1078
1859		Beam	Beam - y	3	0	0.0		2.000	1078	1099
1860		Beam	Beam - x	2	0	0.0		2.000	1078	1079
1861		Beam	Column	1	0	0.0	Vert.	2.000	638	1079
1862		Beam	Beam - y	3	0	0.0		2.000	1079	1100
